length,avg_sentence_length,type_token_ratio,flesch_score,vocab_richness,num_special_chars,entropy,sentiment,named_entities,repetition,avg_token_probability,perplexity_scaled,label
1.0066896876869502,0.7891895724639183,0.30814672880551497,-0.3517150904006856,-0.4324745155998625,-0.11515858720569186,0.7871481656728748,-0.7560630229116012,-0.16095569499491244,-0.42008402520840293,0.586052850951189,-0.3768165503467943,1
-0.19039317989096324,-0.9840668324762182,0.3709261481187596,-0.3917570612339013,-1.8425076095737134,-0.7629256402377087,0.6242580112109488,-0.7696843825846145,-0.40238923748728134,-0.42008402520840293,-0.669774686467193,-0.36839237422837157,1
-1.31907131217871,1.3908301384257504,0.809762549568258,-1.9061876064359822,0.131020089127526,-1.1947703422590532,-0.20574917808363014,-0.8958850509151479,-0.40238923748728134,-0.42008402520840293,1.42327120923011,0.14621465304171977,1
-0.4982144886967124,0.048221717542504455,0.46377616648290443,1.2170700916447015,0.8045325083956206,-0.978847991248381,1.645096073930156,0.4440513252019416,-2.0924240349338636,-0.42008402520840293,-0.2511655073277323,1.5966049032827472,1
0.7672731141713675,-0.28743038767830725,-0.4551188428449981,1.4365921539524245,0.7553418509327091,0.532608465826325,0.5900858541777788,-0.8629235487970721,0.804778474974563,1.6803361008336117,1.42327120923011,-0.2701981541660599,1
0.25423759949511887,0.31421017828352465,0.38353752202660507,-0.6137110672181123,0.4586533055955869,-0.7629256402377087,-1.7079173565571022,-0.8140677125403003,0.5633449324821942,-0.42008402520840293,-0.2511655073277323,2.4185092146173313,1
-1.5242855180492096,-0.9840668324762182,1.0394625602970573,0.9326839352173699,0.9255312873961578,0.10076376380498042,0.16596702293869742,-0.36877755101137416,-1.3681234074567568,-0.42008402520840293,-0.669774686467193,3.6522465873227468,1
-0.3956073857614627,-1.3414322814309902,-0.37091037289238193,0.389229110578337,-1.748870367174749,-0.5470032892270364,1.6352928909687785,-0.8093609725442305,-2.0924240349338636,-0.42008402520840293,-1.5069930447461142,1.8460548692131367,1
-1.4216784151139599,-0.5217535554739683,1.2795756381788965,0.5108877953782497,-0.5802029919136973,-0.7629256402377087,1.0358353921459118,-0.8810887965113156,-0.40238923748728134,-0.42008402520840293,0.586052850951189,1.164419731963135,1
1.3145109964926993,0.6466957542098002,0.06847660418321141,-0.49383570959765793,-0.5835040819330906,-0.7629256402377087,-0.34257974664012425,0.5282379119027586,1.046212017466932,-0.42008402520840293,0.1674436718117283,0.8677105769406352,1
